No,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,cluster,product_name,certainty,anomaly
47938,0.0,100.0,66.67,0.0,0.0,1674.0,1700.0,100.0,12,"Star Brites Candy, Peppermint",1.0,0
47939,0.0,100.0,66.67,0.0,0.3175,1569.0,1700.0,100.0,12,"Santa's Choice, Peppermint Candy Canes",1.0,0
47940,13.33,73.33,66.67,6.67,0.0,1954.0,1879.87,93.33,5,"Boston Baked Beans, Candy Coated Peanut, Original",1.0,0
47941,0.0,93.33,80.0,0.0,0.0,1674.0,1586.61,93.33,12,"Red Hots, Cinnamon Flavored Candy",1.0,0
47942,0.0,94.12,64.71,0.0,0.14986,1477.0,1600.04,94.12,12,"Brachs, Party Time Mix, Assorted Hard Candy",1.0,0
47943,2.56,84.62,58.97,0.0,0.78232,1611.0,1538.38,87.18,5,"Now And Later, Soft Fruit Chews, Extreme Sour",1.0,0
47944,0.0,74.29,62.86,5.71,0.14478,1314.0,1360.0,80.0,12,Sour Brite Crawlers Gummi Candy,1.0,0
47945,0.0,100.0,80.0,0.0,0.0,1674.0,1700.0,100.0,12,"Candy, Cinnamon",1.0,0
47946,0.0,100.0,78.57,0.0,0.0,1494.0,1700.0,100.0,12,Lemon Candy,1.0,0
47947,2.86,88.57,60.0,0.0,0.28956,1552.0,1617.2299999999998,91.43,5,"Now And Later, Long Lasting Original Chewy Candy, Mixed Fruit",1.0,0
47948,0.0,95.0,75.0,0.0,0.0,1569.0,1615.0,95.0,12,Berry Chewy Lemonhead & Friends Fruit Candy,1.0,0
47949,0.0,100.0,66.67,0.0,0.0,1674.0,1700.0,100.0,12,"Mega Pack Star Brites Candy, Peppermint",1.0,0
47950,0.0,90.0,72.5,0.0,0.09652,1464.0,1530.0,90.0,12,"Chewy Lemonhead, Candies, Berry Awesome Assorted Fruit",1.0,0
47951,0.0,100.0,78.57,0.0,0.0,1494.0,1700.0,100.0,12,"Lemonhead, Candy, Lemon",1.0,0
47952,0.0,87.5,70.0,0.0,0.09652,1464.0,1487.5,87.5,12,"Chewy Lemonhead, Fruit Mix, Assorted Fruit Flavored",1.0,0
47953,0.0,82.5,57.5,0.0,0.127,1360.0,1402.5,82.5,12,"Jujyfruits, Candy, Chewy Fruity Candy!",1.0,0
47954,13.33,73.33,66.67,6.67,0.0,1954.0,1879.87,93.33,5,"Boston Baked Beans, Candy Coated Peanuts",1.0,0
47955,0.0,95.65,78.26,0.0,0.0,1636.0,1626.0500000000004,95.65,12,"Applehead, Original Candy, Apple",1.0,0
47956,0.0,86.96,69.57,0.0,0.10922,1456.0,1478.32,86.96,12,"Lemonhead, Fruit Mix Chewy Candy, Fruit",1.0,0
47957,0.0,85.0,45.0,0.0,0.0,1360.0,1445.0,85.0,12,"Heide, Jujubes, Candy",1.0,0
47958,0.0,90.0,72.5,0.0,0.09652,1464.0,1530.0,90.0,12,"Chewy Lemonhead, Tropical Candies, Assorted Fruit",1.0,0
47959,0.0,73.91,56.52,4.35,0.055879999999999985,1272.0,1330.42,78.25999999999998,12,"Snacks, Red Blends",1.0,0
47960,6.1,85.37,58.54,0.0,0.2794,1632.0,1689.19,91.47,5,Jelly Bean Nougats,0.99,0
47961,0.0,73.91,47.83,4.35,0.10922,1272.0,1330.42,78.25999999999998,12,Organic Fruit Flavored Snacks,1.0,0
47962,0.0,78.26,52.17,0.0,0.1651,1272.0,1330.42,78.26,12,Kung Fu Panda 3 Fruit Flavored Snacks,1.0,0
47963,0.0,78.26,52.17,0.0,0.1651,1272.0,1330.42,78.26,12,Home Fruit Snacks,1.0,0
47964,16.67,73.33,66.67,6.67,0.0,1954.0,2010.13,96.67,5,"Boston Baked Beans, Candy Coated Peanuts, The Original",1.0,0
47965,14.29,76.19,71.43,4.76,0.0,1795.0,1933.46,95.24,5,Jordan Almonds,1.0,0
47966,0.0,100.0,78.57,0.0,0.0,1494.0,1700.0,100.0,12,"Lemonhead, Lemon Candy",1.0,0
47967,0.0,92.5,65.0,0.0,0.03048,1464.0,1572.5,92.5,12,"Red Hots, Chewy Candy, Intense Cinnamon",1.0,0
47968,0.0,100.0,80.0,0.0,0.0,1674.0,1700.0,100.0,12,Cinnamon Candy,1.0,0
47969,0.0,75.0,42.5,5.0,0.15748,1360.0,1360.0,80.0,12,Tiny Gummy Bears,1.0,0
47970,0.0,90.24,73.17,0.0,0.06096,1531.0,1534.08,90.24,12,Classic Jelly Beans Candy,1.0,0
47971,0.0,87.5,55.0,0.0,0.15748,1464.0,1487.5,87.5,12,"Brachs, Red Fish Candy",1.0,0
47972,0.0,76.74,48.84,4.65,0.20574,1364.0,1383.63,81.39,12,Mini Blue Sharks,1.0,0
47973,0.0,87.5,67.5,0.0,0.1905,1464.0,1487.5,87.5,12,Sour Buddies,1.0,0
47974,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,"Classic Candy Corn, Honey",1.0,0
47975,0.0,83.33,52.78,0.0,0.07112,1393.0,1416.61,83.33,12,Cinnamon Bears,1.0,0
47976,0.0,82.5,55.0,0.0,0.3175,1360.0,1402.5,82.5,12,"Slices Candy, Watermelon",1.0,0
47977,0.0,100.0,64.29,0.0,0.4546600000000001,1494.0,1700.0,100.0,12,"Lemonhead & Friends Fruit Candy , Candy Canes",1.0,0
47978,0.0,91.3,73.91,0.0,0.055879999999999985,1456.0,1552.1,91.3,12,"Lemonhead, Tropical Chewy Candies, Assorted Fruit",1.0,0
47979,0.0,88.37,67.44,0.0,0.11938,1364.0,1502.29,88.37,12,Cherry Slices Jelly Candy,1.0,0
47980,0.0,88.37,67.44,0.0,0.11938,1364.0,1502.29,88.37,12,Jelly Candy,1.0,0
47981,0.0,89.74,71.79,0.0,0.6197600000000001,1502.0,1525.58,89.74,12,"Candy Corn, Sea Salt Chocolate",1.0,0
47982,0.0,92.31,71.79,0.0,0.5207,1502.0,1569.27,92.31,12,"Candy Corn, Apple Mix",1.0,0
47983,0.0,90.24,70.73,0.0,0.46482,1531.0,1534.08,90.24,12,"Mellowcreme, Autumn Mix Candy, Real Honey",1.0,0
47984,0.0,88.1,66.67,0.0,0.12192,1393.0,1497.6999999999996,88.1,12,Mini Jelly Candy,1.0,0
47985,0.0,88.1,66.67,0.0,0.12192,1393.0,1497.6999999999996,88.1,12,"Chuckles, Minis Jelly Candy",1.0,0
47986,0.0,83.33,64.29,0.0,0.03048,1393.0,1416.61,83.33,12,"Chuckles, Red Fruit Minis Jelly Candy",1.0,0
47987,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,"Classic Candy Corn, Made With Real Honey",1.0,0
47988,0.0,85.0,45.0,0.0,0.0,1360.0,1445.0,85.0,12,"Jujubes Candy, Candy",1.0,0
47989,0.0,96.15,80.77,0.0,0.0,1611.0,1634.5500000000004,96.15,12,Red Hots Candy,1.0,0
47990,33.33,44.44,33.33,13.33,0.8458200000000001,2138.0,2281.96,91.1,5,Sea Salt Caramel Peanut Clusters,0.98,0
47991,0.0,80.95,57.14,0.0,0.1524,1393.0,1376.15,80.95,12,Jubf Jel Chicks & Rabbits,1.0,0
47992,0.0,85.0,57.5,0.0,0.03048,1464.0,1445.0,85.0,12,Creamy Jube Jel Flowers Candy,1.0,0
47993,0.0,88.57,57.14,0.0,0.0,1435.0,1505.6899999999996,88.57,12,Jelly Chix & Rabbits Candy,1.0,0
47994,0.0,78.26,47.83,4.35,0.0,1272.0,1404.37,82.61,12,Organic Gummy Bears,1.0,0
47995,0.0,71.79,43.59,5.13,0.12954000000000002,1289.0,1307.64,76.92,12,Gummi Mix,1.0,0
47996,7.32,85.37,56.1,0.0,0.34036,1632.0,1736.77,92.69,5,Ice Cream Nougats,0.99,0
47997,0.0,92.31,71.79,0.0,0.4546600000000001,1502.0,1569.27,92.31,12,Carrot Cake Candy Corn,1.0,0
47998,0.0,90.24,73.17,0.0,0.06096,1531.0,1534.08,90.24,12,Classic Jelly Bird Eggs Candy,1.0,0
47999,0.0,92.5,70.0,0.0,0.0,1464.0,1572.5,92.5,12,Cinnamon Flavored Jelly Beans,1.0,0
48001,0.0,90.0,75.0,0.0,0.0,1464.0,1530.0,90.0,12,Tiny Jelly Bird Eggs,1.0,0
48002,0.0,77.5,45.0,5.0,0.15748,1360.0,1402.5,82.5,12,Sour Brite Nite Crawlers Minis,1.0,0
48003,0.0,92.31,71.79,0.0,0.4546600000000001,1502.0,1569.27,92.31,12,Candy Corn,1.0,0
48004,0.0,90.0,67.5,0.0,0.03048,1464.0,1530.0,90.0,12,"Tiny Jelly Beans, Fruit Cremes",1.0,0
48005,0.0,85.0,52.5,0.0,0.0635,1464.0,1445.0,85.0,12,Sour Gummi Beans,1.0,0
48007,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,Candy Corn Chicks,1.0,0
48008,0.0,90.48,76.19,0.0,0.0,1393.0,1538.16,90.48,12,"Tiny Jelly Bird Eggs, 5 Pack Value!",1.0,0
48009,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,"Brachs, Candy Corn",1.0,0
48010,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,Classic Candy Corn,1.0,0
48011,0.0,90.24,73.17,0.0,0.06096,1531.0,1534.08,90.24,12,Jelly Bird Eggs Candy,1.0,0
48012,0.0,80.0,67.5,5.0,0.1905,1360.0,1445.0,85.0,12,Eggs Shaped Gummies Chandy,1.0,0
48013,0.0,87.5,57.5,0.0,0.0635,1464.0,1487.5,87.5,12,Gummi Beans Candy,1.0,0
48014,0.0,89.74,74.36,0.0,0.6502399999999999,1502.0,1525.58,89.74,12,Pastel Candy Corn,1.0,0
48015,0.0,80.0,67.5,5.0,0.1905,1360.0,1445.0,85.0,12,Egg Shaped Gummies With A Candy Shell,1.0,0
48016,0.0,92.5,77.5,0.0,0.0,1464.0,1572.5,92.5,12,Jumbo Jelly Beans Candy,1.0,0
48017,0.0,90.24,70.73,0.0,0.46482,1531.0,1534.08,90.24,12,Autumn Mix Candy,1.0,0
48018,0.0,90.24,70.73,0.0,0.4953,1531.0,1534.08,90.24,12,Pumpkins Candy,1.0,0
48019,0.0,89.74,69.23,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,Indian Corn Candy,1.0,0
48020,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,Classic Candy Corn,1.0,0
48021,0.0,90.24,70.73,0.0,0.46482,1531.0,1534.08,90.24,12,Autumn Mix Candy,1.0,0
48022,0.0,89.74,71.79,0.0,0.48768,1502.0,1525.58,89.74,12,"Candy Corn, Caramel",1.0,0
48023,0.0,89.74,71.79,0.0,0.6197600000000001,1502.0,1525.58,89.74,12,"Candy Corn, Sea Salt Chocolate",1.0,0
48024,0.0,90.32,70.97,0.0,0.08127999999999999,1485.0,1535.4399999999996,90.32,12,"Chewy Lemonhead, Berry Awesome, Assorted Fruit Candies, Assorted Fruit",1.0,0
48025,0.0,90.0,70.0,0.0,0.0,1464.0,1530.0,90.0,12,"Lemonhead, Chewy & Friends Fruit Candy, Assorted",1.0,0
48026,0.0,71.79,43.59,7.69,0.09652,1289.0,1351.16,79.48,12,"Lemonhead, Gummies Candy",1.0,0
48027,0.0,90.0,72.5,0.0,0.09652,1464.0,1530.0,90.0,12,"Chewy Lemonhead, Chewy Tropical Candies, Assorted Fruit",1.0,0
48028,0.0,87.5,70.0,0.0,0.09652,1464.0,1487.5,87.5,12,"Chewy Lemonhead, Assorted Fruit Flavored Candy",1.0,0
48029,0.0,100.0,78.57,0.0,0.0,1494.0,1700.0,100.0,12,"Lemonhead, Lemon Candy, Original",1.0,0
48030,0.0,93.33,86.67,0.0,0.0,1674.0,1586.61,93.33,12,Tiny Conversation Hearts Candy,1.0,0
48031,0.0,84.62,61.54,0.0,0.03302,1393.0,1438.54,84.62,12,Jelly Hearts,1.0,0
48032,0.0,93.33,73.33,0.0,0.0,1674.0,1586.61,93.33,12,Cinnamon Imperial Hearts,1.0,0
48033,0.0,100.0,86.67,0.0,0.0,1674.0,1700.0,100.0,12,Conversation Hearts Tart & Sweet,1.0,0
48034,7.32,85.37,56.1,0.0,0.34036,1632.0,1736.77,92.69,5,Valentine Nougats Peppermint,0.99,0
48035,0.0,100.0,70.0,0.0,0.0,1674.0,1700.0,100.0,12,Organic Lollipops,1.0,0
48036,0.0,100.0,64.29,0.0,0.4546600000000001,1494.0,1700.0,100.0,12,"Premium Canes, Chocolate Caramel",1.0,0
48037,0.0,92.86,71.43,0.0,0.27178,1494.0,1578.62,92.86,12,"Santa's, Candy Cane, Cherry",1.0,0
48038,0.0,94.12,70.59,0.0,0.0,1724.0,1600.04,94.12,12,"Organic, Candy Drops",1.0,0
48039,0.0,84.62,51.28,0.0,0.0,1393.0,1438.54,84.62,12,"Organic, Sour Heads Soft & Chew Candy",1.0,0
48040,29.27,60.98,56.1,7.32,0.09398,2142.0,2302.63,97.57,5,"Brachs, Maple Almonds",1.0,0
48041,29.27,60.98,56.1,7.32,0.09398,2142.0,2302.63,97.57,5,Pumpkin Pie Almonds,1.0,0
48042,0.0,73.91,52.17,4.35,0.1651,1272.0,1330.42,78.25999999999998,12,Fruit Snacks,1.0,0
48043,0.0,78.26,52.17,4.35,0.1651,1272.0,1404.37,82.61,12,"Triple Layer Fruit Snacks, Berry Collision",1.0,0
48044,0.0,78.26,52.17,4.35,0.1651,1272.0,1404.37,82.61,12,Real Fruit & Vegetable Juice Triple Layer Fruit Snacks,1.0,0
48045,2.56,82.05,35.9,2.56,0.35814,1502.0,1538.2099999999996,87.17,5,"Organic, Organic Licorice Bites",0.94,0
48046,10.0,80.0,47.5,0.0,0.0,1674.0,1750.0,90.0,5,"Organic, Organic Fruity Chews Candy",0.86,0
48047,10.0,80.0,47.5,0.0,0.0,1674.0,1750.0,90.0,5,"Organic, Organic Fruity Chews, Lemon, Orange, Mango, Cherry",0.86,0
48048,0.0,73.91,52.17,4.35,0.1651,1272.0,1330.42,78.25999999999998,12,"Real Fruit Juice, Fruit Medley",1.0,0
48049,2.56,87.18,61.54,0.0,0.26162,1611.0,1581.9,89.74000000000002,5,"Now And Later, Splits, Candy, Lemonade Blends",1.0,0
48050,0.0,100.0,90.48,0.0,0.0,1594.0,1700.0,100.0,12,Classic Conversation Hearts Candy,1.0,0
48051,0.0,90.48,71.43,0.0,0.0,1594.0,1538.16,90.48,12,Redhead Chewy Hearts Candy,1.0,0
48052,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,Candy Corn,1.0,0
48053,0.0,92.31,71.79,0.0,0.48768,1502.0,1569.27,92.31,12,Candy Corn,1.0,0
48054,6.94,83.33,52.78,0.0,0.49276,1628.0,1687.27,90.27,5,"Brachs, Candy, S'Mores Caramels",0.96,0
48055,9.72,80.56,52.78,2.78,0.42418,1745.0,1795.86,93.06,5,"Caramels, Caramel Macchiato",0.93,0
48056,7.89,78.95,52.63,2.63,1.20396,1653.0,1694.5700000000004,89.47,5,Sea Salt Caramel Royals,1.0,0
48057,0.0,72.5,42.5,7.5,0.127,1360.0,1360.0,80.0,12,"Triple Fruit Gummies, Orange, Lemon & Cherry",1.0,0
48058,0.0,92.68,73.17,0.0,0.06096,1531.0,1575.5600000000004,92.68,12,Fruity Chewy Beans Candy,1.0,0
48059,7.32,82.93,53.66,0.0,0.37084,1632.0,1695.2900000000004,90.25,5,"Brachs, Candy Corn, Nougats",0.95,0
48060,0.0,92.31,71.79,0.0,0.4546600000000001,1502.0,1569.27,92.31,12,Candy Corn,1.0,0
48061,0.0,92.31,71.79,0.0,0.48768,1502.0,1569.27,92.31,12,Candy Corn,1.0,0
48062,0.0,89.74,71.79,0.0,0.48768,1502.0,1525.58,89.74,12,Candy Corn,1.0,0
48063,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,S'Mores Candy Corn,1.0,0
48064,0.0,90.24,70.73,0.0,0.46482,1531.0,1534.08,90.24,12,Autumn Mix Candy,1.0,0
48065,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,Corn Candy,1.0,0
48066,0.0,92.31,71.79,0.0,0.4546600000000001,1502.0,1569.27,92.31,12,Candy Corn,1.0,0
48067,0.0,84.62,51.28,0.0,0.0,1393.0,1438.54,84.62,12,"Organic, Sour Heads, Sour N' Sweet Soft & Chewy Candy",1.0,0
48068,0.0,84.62,51.28,0.0,0.0,1393.0,1438.54,84.62,12,Organic Sour Head,1.0,0
48069,0.0,94.12,70.59,0.0,0.0,1724.0,1600.04,94.12,12,"Candy Drops, Mixed Fruit",1.0,0
48070,0.0,94.12,70.59,0.0,1.12014,1724.0,1600.04,94.12,12,"Organics, Hard Candies, Caramel",1.0,0
48071,10.53,78.95,52.63,2.63,0.50038,1653.0,1797.5300000000002,92.11,5,"Royals Chocolate, Apple, Caramel",1.0,0
48072,0.0,90.0,70.0,0.0,0.0,1464.0,1530.0,90.0,12,Fruit Candy,1.0,0
48073,0.0,94.12,70.59,0.0,1.12014,1724.0,1600.04,94.12,12,"Organic, Organic Hard Candies, Caramel",1.0,0
48074,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,Classic Candy,1.0,0
48075,0.0,90.24,70.73,0.0,0.46482,1531.0,1534.08,90.24,12,Autumn Mix Candy,1.0,0
48076,0.0,92.31,71.79,0.0,0.48768,1502.0,1569.27,92.31,12,"Candy Corn, Pumpkin Spice",1.0,0
48077,2.56,82.05,41.03,2.56,0.32512,1502.0,1538.2099999999996,87.17,5,"Organic, Organic Sour Licorice Bites, Strawberry",0.93,0
48078,0.0,75.61,43.9,4.88,0.24892,1326.0,1368.33,80.49,12,"Sour Brite, Weird Beards Gummi Candy",1.0,0
48079,0.0,86.05,62.79,0.0,0.03048,1460.0,1462.85,86.05,12,Orange & Grape Pumpkin Jellies,1.0,0
48080,4.39,80.7,42.11,1.75,0.0,1540.0,1572.86,86.84,5,"Sour Brite Bites, Artificially Flavored Chewy Candy, Blue Raspberry",0.91,0
48081,5.13,79.49,41.03,2.56,0.0,1502.0,1594.9199999999996,87.17999999999998,5,"Sour Brite Bites Chew Candy, Blue Raspberry",0.95,0
48082,5.26,80.7,42.11,1.75,0.0,1540.0,1606.79,87.71000000000002,5,"Sour Brite Bites Candy, Watermelon",0.92,0
48083,0.0,85.0,52.5,0.0,0.0635,1464.0,1445.0,85.0,12,"Gummi Beans, Sour",1.0,0
48084,0.0,92.5,77.5,0.0,0.0,1464.0,1572.5,92.5,12,Jumbo Jelly Beans Candy,1.0,0
48085,0.0,92.31,71.79,0.0,0.4546600000000001,1502.0,1569.27,92.31,12,"Brunch Favorites, Candy Corn, French Toast & Maple Syrup, Waffles & Strawberry, Chocolate Chip & Pancakes",1.0,0
48086,0.0,92.31,71.79,0.0,0.4546600000000001,1502.0,1569.27,92.31,12,Celebration Candy Corn,1.0,0
48087,16.67,73.81,66.67,2.38,1.20904,1891.0,1945.36,92.86,5,"Creamy Butter Hand Broken Crumbly Fudge, Sea Salt & Cocoa",1.0,0
48088,0.0,76.32,47.37,2.63,0.13462000000000002,1322.0,1342.15,78.94999999999997,12,"Gummy Worms, Lemon+Orange, Apple+Cherry, Pineapple+Cherry",1.0,0
48089,0.0,75.61,46.34,4.88,0.12446,1326.0,1368.33,80.49,12,Peach Ringers,1.0,0
48090,0.0,73.81,42.86,7.14,0.21082,1297.0,1376.15,80.95,12,Gummy Bears & Worms Candy,1.0,0
48091,0.0,73.81,42.86,7.14,0.21082,1297.0,1376.15,80.95,12,Gummy Bears & Worms,1.0,0
48092,0.0,79.49,46.15,7.69,0.09652,1393.0,1482.06,87.17999999999998,12,Gummy Bears,1.0,0
48093,0.0,93.33,80.0,0.0,0.0,1674.0,1586.61,93.33,12,Candy,1.0,0
48094,0.0,90.0,72.5,0.0,0.03048,1464.0,1530.0,90.0,12,Assorted Fruit Candy,1.0,0
48095,0.0,73.08,53.85,3.85,0.14732,1289.0,1307.81,76.92999999999998,12,Fruit Snacks,1.0,0
48096,0.0,74.36,43.59,7.69,0.2286,1289.0,1394.85,82.05,12,Gummy Bears,1.0,0
48097,0.0,78.26,47.83,4.35,0.1651,1272.0,1404.37,82.61,12,Fruit Snacks,1.0,0
48098,0.0,73.08,53.85,3.85,0.14732,1289.0,1307.81,76.92999999999998,12,"Fruit Snacks, Fruit Medley",1.0,0
48099,0.0,78.26,52.17,4.35,0.1651,1272.0,1404.37,82.61,12,"Triple Layer Fruit Snacks, Fruit Collision",1.0,0
48100,0.0,74.36,43.59,7.69,0.2286,1289.0,1394.85,82.05,12,Gummy Bears,1.0,0
48101,0.0,73.68,42.11,7.89,0.23368000000000005,1322.0,1386.69,81.57000000000002,12,Gummy Worms,1.0,0
48102,0.0,73.81,42.86,7.14,0.21082,1297.0,1376.15,80.95,12,Gummy Bears & Worms,1.0,0
48103,0.0,78.26,52.17,4.35,0.1651,1272.0,1404.37,82.61,12,"Fruit Snacks, Berry Collision",1.0,0
48104,0.0,76.67,53.33,3.33,0.127,1393.0,1360.0,80.0,12,Triple Layer Fruit Snacks,1.0,0
48105,0.0,76.67,53.33,3.33,0.127,1393.0,1360.0,80.0,12,"Triple Layer Fruit Snacks, Berry Collision",1.0,0
48106,0.0,73.91,52.17,4.35,0.1651,1272.0,1330.42,78.25999999999998,12,Fruit Snacks,1.0,0
48107,0.0,89.74,69.23,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,"Fruit Cremes Candy Corn, Artificial Flavor",1.0,0
48108,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,Classic Candy Corn,1.0,0
48109,0.0,90.24,70.73,0.0,0.46482,1531.0,1534.08,90.24,12,Autumn Mix Candy,1.0,0
48110,7.32,82.93,53.66,0.0,0.37084,1632.0,1695.2900000000004,90.25,5,"Triple Layer Chews, Candy Corn And Indian Corn",0.95,0
48111,0.0,90.24,70.73,0.0,0.4953,1531.0,1534.08,90.24,12,"Pumpkins Candy, Mellow Creme",1.0,0
48112,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,"Classic Candy Corn, Honey",1.0,0
48113,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,"Classic Candy Corn, Real Honey",1.0,0
48114,0.0,90.24,70.73,0.0,0.46482,1531.0,1534.08,90.24,12,Autums Mix Candy,1.0,0
48115,0.0,90.24,70.73,0.0,0.4953,1531.0,1534.08,90.24,12,Mellowcreme Pumpkins Candy,1.0,0
48116,0.0,90.24,70.73,0.0,0.46482,1531.0,1534.08,90.24,12,Mellocreme Autumn Mix Candy,1.0,0
48117,0.0,89.74,71.79,0.0,0.4546600000000001,1502.0,1525.58,89.74,12,"Candy Corn, Honey",1.0,0
48118,0.0,97.62,71.43,0.0,0.0,1594.0,1659.54,97.62,12,"Dark Chocolate Covered Crushed Candy Canes, Peppermint",1.0,0
48119,0.0,92.31,71.79,0.0,0.5207,1502.0,1569.27,92.31,12,"Candy Corn, Peanut Butter Cup",1.0,0
48120,0.0,92.31,71.79,0.0,0.48768,1502.0,1569.27,92.31,12,"Candy Corn, Pumpkin Spice",1.0,0
48121,0.0,100.0,86.67,0.0,0.0,1674.0,1700.0,100.0,12,Tart Conversation Hearts Candy,1.0,0
48122,28.21,61.54,56.41,7.69,0.09652,2038.0,2277.1,97.44,5,Cinnamon Almonds,1.0,0
48123,25.64,61.54,53.85,7.69,0.12954000000000002,2038.0,2176.87,94.87,5,"Double Crunch, Strawberry Almonds",1.0,0
48124,0.0,74.36,48.72,5.13,0.16255999999999998,1393.0,1351.33,79.49,12,"Knockout Hearts Gummi Mello, Strawberry & Cherry",1.0,0
48125,0.0,89.74,71.79,0.0,0.48768,1502.0,1525.58,89.74,12,Caramel Candy Corn,1.0,0
48126,0.0,78.26,52.17,4.35,0.1651,1272.0,1404.37,82.61,12,"Real Juice, Real Good, Fruit Snacks",1.0,0
48127,0.0,100.0,76.92,0.0,0.2921,1611.0,1700.0,100.0,12,"Candy Canes, Pappermint",1.0,0
48128,0.0,76.92,46.15,5.13,0.26162,1393.0,1394.85,82.05,12,Sour Brite Crawlers Gummi Candy,1.0,0
48129,0.0,74.36,43.59,7.69,0.2286,1289.0,1394.85,82.05,12,Gummy Bears Candy,1.0,0
48130,0.0,73.68,42.11,7.89,0.23368000000000005,1322.0,1386.69,81.57000000000002,12,Gummy Worms,1.0,0
48131,0.0,73.81,42.86,7.14,0.21082,1297.0,1376.15,80.95,12,Gummy Bears & Worms,1.0,0
48132,0.0,73.68,42.11,7.89,0.23368000000000005,1322.0,1386.69,81.57000000000002,12,Gummy Worms,1.0,0
48133,0.0,74.36,43.59,7.69,0.2286,1289.0,1394.85,82.05,12,Gummy Bears,1.0,0
48134,0.0,73.81,42.86,7.14,0.21082,1297.0,1376.15,80.95,12,Gummy Bears & Worms,1.0,0
48135,0.0,76.92,41.03,5.13,0.12954000000000002,1393.0,1394.85,82.05,12,Gummy Bears,1.0,0
48136,0.0,76.32,42.11,2.63,0.13462000000000002,1322.0,1342.15,78.94999999999997,12,Gummy Worms With Real Fruit Juice,1.0,0
48137,0.0,92.31,71.79,0.0,0.4546600000000001,1502.0,1569.27,92.31,12,Caramel Macchiato -Candy Corn,1.0,0
48138,0.0,76.19,42.86,4.76,0.1524,1393.0,1376.15,80.95,12,"Gummy Bears & Worms, Real Fruit Juice",1.0,0
48139,0.0,78.26,52.17,0.0,0.1651,1272.0,1330.42,78.26,12,"Candy Co, Dreamworks Madagascar Fruit Snacks",1.0,0
48140,0.0,78.26,52.17,0.0,0.1651,1272.0,1330.42,78.26,12,"Dreamworks, Dragons Fruit Snacks Made With Real Fruit Juice, Strawberry, Garpe, Raspberry, Watermelon, Cherry",1.0,0
48141,0.0,78.26,52.17,0.0,0.1651,1272.0,1330.42,78.26,12,"Dreamworks, Fruit Snacks",1.0,0
48142,0.0,73.91,43.48,0.0,0.3302,1272.0,1256.47,73.91,12,"Organic Fruity Cows Mixed Berry Snacks, Strawberry, Cherry, Raspberry",1.0,0
48143,0.0,73.91,43.48,0.0,0.3302,1272.0,1256.47,73.91,12,"Organic Fruity Cows, Fruit Snacks, Strawberry",1.0,0
48144,0.0,82.05,51.28,0.0,0.19558,1393.0,1394.85,82.05,12,Sour Watermelon Sharks Minis,1.0,0
48145,0.0,77.5,45.0,5.0,0.254,1360.0,1402.5,82.5,12,"Sour Brite Crawlers Minis Gummi Candy, Watermelon",1.0,0
48146,0.0,77.5,45.0,5.0,0.254,1360.0,1402.5,82.5,12,"Sour Brite Crawlers, Minis Gummy Candy, Tropical",1.0,0
48147,0.0,48.75,20.0,25.0,0.23876,1046.0,1253.75,73.75,9,Protein Gummies,1.0,1
48148,0.0,76.47,64.71,5.88,0.14986,1230.0,1399.95,82.35,12,Sour Brite Crawlers Gummi Candy,1.0,0
48149,0.0,73.24,61.97,5.63,0.12446,1238.0,1340.79,78.86999999999998,12,Sour Gummi Candy,1.0,0
48150,0.0,77.5,45.0,5.0,0.381,1360.0,1402.5,82.5,12,"Sour Brite Crawlers, Can O' Worms Gummy Candy",1.0,0
48151,0.0,77.5,45.0,5.0,0.15748,1360.0,1402.5,82.5,12,Stuffed Giant Plush Worm,1.0,0
48152,0.0,47.95,12.33,27.4,0.22606,1033.0,1280.95,75.35,9,"Protein Gummies, Strawberry",0.96,1
48153,0.0,100.0,86.67,0.0,0.0,1674.0,1700.0,100.0,12,Tart & Sweet Conversation Hearts Candy,1.0,0
48154,7.32,85.37,56.1,0.0,0.34036,1632.0,1736.77,92.69,5,"Christmas Nougats, Peppermint",0.99,0
